project_year,project_id,country_application,country_application_name,country_impact,country_impact_name,orig_country_application,orig_country_application_name,orig_country_impact,orig_country_impact_name,change_comment,project_name,institution,project_location_1,project_location_2,is_deleted,delete_comment,sectors,project_summary,project_details,project_details_other
2015,39,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,Women Livelihood Project,Coalition Against Women Abuse (CAWA),Uganda,Uganda,0,,['Entrepreneurship & Business'],"CAWA will identified un-employed women members from rural areas of Mpingi district and extend trainings to develop their skills in traditional handicrafts and provide small assistance to promote cottage industries. CAWA will extend revolving fund support for rural artisans, marginal farmers and micro entrepreneurs through partnership model, thereby encouraging socio-economic development of vulnerable families and also building similar institutions. CAWA will support 150 rural artisans, farmers, micro entrepreneurs with start-up revolving fund for a tune of 100 US$. The repayment tenure is 12 months with an interest rare of  12%. We focus on existing practitioners like traditional artisans, farmers, micro entrepreneurs, etc. and provide revolving support to strengthen their livelihoods and we will provide information regarding market linkages, capital support plus for hand holding in market linkages._x000D_
CAWA will focusing on livelihood intervention of women thereby developing the socio-economic standard of family with more focus on children. Our intervention involves promotion of handicraft production units, where women can work for particular time to generate income for their family. The marketing will be supported by CAWA and hence they can have better income to support the family with focus on children’s education and nutrition. Even the production unit will serve as a creche for the siblings as the mothers can work and look after their children during their working hours. "," promotion of handicraft production units, where women can work for particular time to generate income for their family. The marketing w Better income to support the family with focus on children’s education and nutrition. Even the production unit will serve as a creche for the siblings as the mothers can work and look after their children during their working hours.","Access to affordable credit is a major problem in the target districts. Many of the laborers take land for lease and do agriculture, but the returns are not profitable as they have to depend on middlemen for loan at 30% interest rate or Micro Finance Institutions for loan with 25 to 30% as interest rates. After cultivation, their income will be sufficient in repaying the capital along with interest to middlemen and micro finance institutions. If there is any loss due to natural calamities, the poor farmer has to sell assets in repayment of the loan.

Similarly, the problems of rural artisans capital support with huge interest rates on one side and lack of marketing linkages on the other side has resulted in occupational shift. The rural artisans are not able to have the returns in repayment of loan. As part of credit appraisal, these rural artisans and marginal farmers are excluded from formal credit systems due to lack of asset base (land documents, Logbooks etc) II"
2015,38,ZW,Zimbabwe,ZW,Zimbabwe,ZW,Zimbabwe,ZW,Zimbabwe,,Jenny Mak and Co,JennyMak and Co.,Zimbabwe,Zimbabwe,0,,['Entrepreneurship & Business'],"With $25 000 , 1) Our business' main aim  is  to increase on stock, and be a fully stocked shop so we will engage women, especially rural talented unemployed women who are making  beautiful crotchets and weaving baskets and making lovely wollen items ,we alongside them will design or  give them specifics of what we would like in our stores including cot beds, swing baskets, baby bags and a wide range of products. We will  remunerate them well and therefore build relationships with them so that  we repeatedly help each other . ,We will also import more product so the plan is to have a balance between imported and locally made products that  are of good quality.2) As we associate our product with quality, a product which we are saying is for mothers who are sensitive towards their babies health and want good soft fabrics on their children and want to use bottles for their babies which are not harmful to them, we will continue importing until we are able to make those products in Zimbabwe ,we will continue importing half of the stock_x000D_
3) We will get into a good store where there is a lot of traffic to push the quality products that we have, we would like to be in the busier malls of Harare so with part of the $25000 we would like to pay for at least 6 months of rent for the stores  until the business can sustain itself._x000D_
4) We would like to buy a delivery vehicle, we still want to keep our online shop running as we believe that there is a lot of convenience associated with buying online, therefore we need a vehicle  to  deliver the goods, so far we are using our own personal vehicles for the orders made, we would want to brand the vehicle as and advertising tool as well,preferably a  nice van as it will be the same van that will go and collect the stock made locally and the stock that we import_x000D_
5)We aspire to have an full on advertising and marketing campaign that will include Radio adverts, billboards, flyers, online and attending exhibitions and fairs to push our name and product so inclusive of the $25000 is a marketing budget_x000D_
6) We would want to hire more employees, at the moment we can only afford 1 person who is an all rounder, we would like to employ a permanent driver, the shop assistant who also runs the online store, and and 3rd person in charge of our Advertising and Marketing, In the long run then hiring an accountant._x000D_
7) We also would like to engage local fashion designers to make products that we can even export to neighboring  countries and internationally as there is a wide pool of designers here in Zimbabwe but there is not much opportunity for them to make profits from designing._x000D_
","By end of December 2016 our plan is to have a fully functional store and by then we wish to have moved from half of the stock being locally made to at least 80% being locally manufactured, We plan to have a network of at least 35 women who are making product for us and who will have consistently paid with proven records  and who we will continue to work with.","We are solving three problems the first one being the unemployment of talented people who are able to make quality and beautiful products and the second problem being a saturated market of products which are of cheap quality and only brought in because of dumping cheaper end products into our country ,in some instances some of the products are harmful to babies.We are solving the problem of unrecognized local designers who are talented but not many avenues and opportunities for them as opposed to abroad.AF"
2015,37,NP,Nepal,NP,Nepal,NP,Nepal,NP,Nepal,,Female Human Trafficking Survivors create Social Change,Samrakshak Samuha Nepal (SASANE),Nepal,Nepal,0,,['Entrepreneurship & Business'],"My idea is to leverage and support SASANE’s innovative, grassroots effort to empower human trafficking survivors by training them to become tour guides and hospitality staff, so they can have access to the resources and gain the economic benefits of the rapidly growing tourist industry in Nepal. SASANE has an office located in its volunteer guesthouse, Pokhara. It is centrally located for easy access to many cultural and fascinating “must-see” sights around Pokhara, such as:_x000D_
1. Fewa Tal (Lake)_x000D_
2. Barahi Temple_x000D_
3. World Peace Pagoda_x000D_
4. Devi's Fall_x000D_
5.  Gupteswar Gupha (Cave)_x000D_
SASANE has been working in collaboration with Planeterra Foundation and G Adventures, a small-group adventure travel experts (website: www.gadventures.com) in Kathmandu. Survivors would take G Adventures travelers on half-day tours either in the morning or afternoon for approximately 3½ hours, which would include walking and cab rides to the “must-see” sights listed above. _x000D_
Before or after each half-day tour (as an included or optional activity, depending on the itinerary), the G Adventures travelers would visit SASANE’s guesthouse for a delicious home cooked pre-set lunch of authentic, traditional Nepali food (including vegetarian and meat dishes). The survivors would interact with the travelers by sharing recipes and by demonstrating how one of the most famous dishes in Nepal, mo mos (traditional Nepali dumplings), is made. Travelers can take turns trying to make mo mos, which for a seemingly simple dish, are quite difficult to make! _x000D_
The first priority would be organizing English language classes for the survivors. The English language classes would be run by a TOEFL certified teacher. There are already a few survivors whose English skills are very good. Then, the survivors with the best English language skills (as determined by their English teacher) could apply to be part of the tour guide and hospitality training program. _x000D_
The G Adventures CEOs (who already lead tours through Pokhara) assist in the tour guide training by conducting the half-day tours, while the survivors “shadow” the CEOs. This would allow the survivors to learn critical “on the job” skills (i.e. keeping travelers to a set schedule, organizing tickets to the sights, answering travelers questions, etc.) As these CEOs likely know Hindi and potentially Nepali as well, they can assist with any language barrier issues that may arise with travelers while the survivors are “in-training”. _x000D_
Over time, the survivors with the most tour guiding and hospitality experience will train new survivors so the tour guide and hospitality training program can become sustainable._x000D_
In summary, the $25,000 G Project grant would be used to:_x000D_
(1)	organize English language classes for survivors;_x000D_
(2)	organize tour guide and hospitality training for survivors;_x000D_
(3)	upgrade the kitchen facilities in SASANE’s guesthouse;_x000D_
(4)    transportation for the survivor girls._x000D_
(5)    monitoring and evaluation_x000D_
","The first priority would be organizing English language classes for the survivors. The English language classes will be provided for six months which would be run by a TOEFL certified teacher. Then, the survivors with the best English language skills (as determined by their English teacher) could apply to be part of the tour guide and hospitality training program, which would initially be run by a person or persons recommended by G Adventures.The tour guide and hospitality training will be of three months. The G Adventures CEOs (who already lead tours through Pokhara) assist in the tour guide training by conducting the half-day tours while the survivors 'shadow' the CEOs. This would allow the survivors to learn critical 'on the job' skills (i.e. keeping travelers to a set schedule, organizing tickets to the sights, answering travelers questions, etc). _x000D_
After the kitchen facilities in the guest house are upgraded, G Adventures travelers will start to visit for lunch.  _x000D_
","Each year, an estimated 30,000 Nepali girls are tricked, coerced, abducted or willingly sold by their families into sexual slavery or forced labour. These girls have little to no education or employment opportunities and are often between 14-25 years old or younger. These young girls are forced to work as prostitutes in brothels or forced labour until they are too sick to work. Months or years later, some of these women are rescued, escape or somehow manage to survive. They are Nepal’s survivors. My idea is to leverage and support SASANE’s innovative, grassroots effort to empower human trafficking survivors by training them to become tour guides and hospitality staff, so they can have access to the resources and gain the economic benefits of the rapidly growing tourist industry in Nepal.  This idea will reach out to these vulnerable women, who are at risk of re-trafficking.

TF"
2015,36,NG,Nigeria,NG,Nigeria,NG,Nigeria,NG,Nigeria,,Codulab codeClass,Codulab,Nigeria,Nigeria,0,,"['Education', 'Science & Technology', 'Entrepreneurship & Business']"," Our free codeClasses have began in 3 universities here in Nigeria, we plan to cover 10 schools by December, this would require great financial commitment. Our peer-to-peer model enables us to pick the best students programmers to teach other students and we reward them with stipends and swags monthly. At the end of each codeClass programme, we will organize hackathons where students build a prototype of their own idea either to solve a social problem or build on a technology business idea they might have. We plan to reward students with the best 5 innovative ideas with gadgets to enhance their careers and give seed fund of $3,000 to the best of them.","We aim to cover 10 schools by December 2015, which means about 300 students acquiring tech skills of which 150 would be females. Each one is expected to have built a startup idea of their own to create opportunities for themselves and solve problems for which they can get value in return. ","The greatest pandemic that plagues my country is unemployment. We believe that formal education alone isn’t enough to give youths required skills to compete in the fast growing future of Africa which makes vocational education the strongest solution to the problem of unemployment. We think that if more youths had useful skills, they could easily create opportunities for themselves and solve problems for which they can get value in return. Our free codeclass is a way to achieve this. Each students learn how to create a web game, a web application that could be used for their startup ideas or a complex software program that could be bought by companies and even how to work with and visualize data using industry relevant technologies and methods. We aim to teach youths not only to sharpen and develop their skills but to open their eyes to entrepreneurship opportunities and help them take advantage of them. Hence, the regular empowerment seminars, mentoring and networking opportunitiesEP"
2015,34,PK,Pakistan,PK,Pakistan,PK,Pakistan,PK,Pakistan,,Being Ghalib Innitiative,The Ghalib Foundation,Pakistan,Pakistan,0,,"['Education', 'Science & Technology']","Our plan is to build an IT based paid to learn, skill development & training organization which will further have the potential to convert into a profit based social enterprise. The organization will train the under privileged youth by hiring teachers (initially) and volunteers through our curriculum which will provide individuals skills development in multiple disciplines with IT. These are basic skills for a developed country, but are quintessential in this part of the world. In our study we found that majority of youth in the city end up abandoning academia for the survival instinct of their families. Earning an average of $2/day 5 times less than the national average. Whereas upon continuing education would have empowered them to live well above the poverty line. Total Population 280K+ with averOur plan is to build an IT based paid to learn, skill development & training organization which will further have the potential to convert into a profit based social enterprise. The organization will train the under privileged youth by hiring teachers (initially) and volunteers through our curriculum which will provide individuals skills development in multiple disciplines with IT. These are basic skills for a developed country, but are quintessential in this part of the world. In our study we found that majority of youth in the city end up abandoning academia for the survival instinct of their families. Earning an average of $2/day 5 times less than the national average. Whereas upon continuing education would have empowered them to live well above the poverty line. Total Population 280K+ with average household size 6.7. This organization intends to kickstart a cycle which will subsequently close the gap, improve living standards of future generations by education. Our organization will hire youth on a paid to learn model employing a pre-selection criteria to assess the education they have previously received most importantly the interpretation of instructions in the English Language.age household size 6.7. This organization intends to kickstart a cycle which will subsequently close the gap, improve living standards of future generations by education. Our organization will hire youth on a paid to learn model employing a pre-selection criteria to assess the education they have previously received most importantly the interpretation of instructions in the English Language.","Our approach breaks the odd. We tend not to teach a housewife how to weave carpets or pots to earn another $2/day to support the family, because there is more which can be achieved with education and technology a media mostly untapped. If we were to consider a small group of even 10 individuals to this program within 18 months they will jump from an average of 2$ a day to at least 10-15$. Which will have a direct impact on 67 individual in average by house hold. 34% of the youth living in a household with at least one member in the program will benefit from having access to better education, healthcare, nutrition and economic stability. This will ensure that the next generation would be educated to be able to face the challenges and avail the opportunities not only within the country, but globally. We will also require the youth to give back to the community the knowledge they have gained by alumni volunteering programs.","Our course curriculum will provide a foundation which will enable us to train them in multiple disciplines using technology.These include but are not limited to, computer hardware, Internet, Typing & data entry, graphic designing, Networking and Telecom, Mobile Learning, Virtual Classrooms, Teachers Training Teachers and delivering access to Internet for scientific knowledge and information. For the first world these are skills any tech-savvy may possess, however, these are imperative in this city to create a conducive environment for societal change by adapting technology, the cheap and easy access to education which beats the sacrifice for survival instincts by directly impacting the quality of life of their families and their upcoming generations will flourish OO"
2015,33,ZW,Zimbabwe,ZW,Zimbabwe,ZW,Zimbabwe,ZW,Zimbabwe,,Setting  up a resource centre in Hopley to educate  young women on maternal health.,Young Voices Network Zimbabwe,Zimbabwe,Zimbabwe,0,,['Health'],"-We are going to set up a resource centre in Hopley ( build a cabin,  buy computers, generator ,projectors, stationery and internet access)-Hire Educators and provide allowances_x000D_
-Administration cost_x000D_
_ Project Direct and Project Support costs",By 31 December 2015 we aim to educate 200 women on maternal health literacy through our advocacy training program. We also expect that 100 of the trained women will go on to educate other women on maternal health.,- Lack of knowledge and access on maternal health information by young people in Hopley- maternal mortality and infant mortality--
2015,32,CD,"Congo, the Democratic Republic of the",CD,"Congo, the Democratic Republic of the",CD,"Congo, the Democratic Republic of the",CD,"Congo, the Democratic Republic of the",,PROJECT MANAGEMENT OF THE YOUNG WOMAN AND GIRL BY LEARNING ENVIRONMENT RECULE PROFESSIONAL SKILLS,PEOPLE TO PEOPLE LIAISON,"Congo, Democratic Republic of the (Zaire)","Congo, Democratic Republic of the (Zaire)",0,,['Entrepreneurship & Business'],"With this background, our organization will create and equip the training center crafts (dressmaking, soap and beauty ...) and will educate the rights of women to young women and girls in charge of household under 35 years.Therefore we are mounting a sewing workshop for learning to young women and girls, equip our little soap, creating the beauty salon and organize peace education sessions, democracy and the management of the generating activities back._x000D_
Herein we address these three social attributes whose wife was one short of following the abuse by gender and custom:_x000D_
- Know: Fizi in different families we are used to prioritize the education of boys over girls. Consequently, many illiterates are women_x000D_
- Have: As she is not entitled to inheritance, his chances to get rich are less substantial. Even the fortune she can do with her husband will be managed by her husband's brothers after the death of her husband._x000D_
- Power: the man and the woman obeys decides what she has nothing and custom does not give him the chance to express themselves._x000D_
Fighting these attributes, we fight effectively against poverty and the empowerment of women throughout time marginalized by custom.","After two months of starting the project, we will educate 80 young women and girls in entrepreneurship education, human rights, management of income-generating activities. Where we go out among them 36 young women attending the training in 8 months of dressmaking (March 2016), 24 in soap (November 2015) and 20 in Beauty (November 2015) of the third month of the project in the 8th month.","The problems solved by our project are linked to financial independence and entrepreneurship of the young woman and girl (fight against poverty of women) in our body that there has never been a center offering self employment creation techniques in rural women. Most organizations in our body are limited to the activities of the education for democracy, peace, human rights and forget this aspect in the advancement of women becomes a sine What none for its own development. Hence create a center that gave him the autonomy of management is essential.Herein we address these three social attributes whose wife was one short of following the abuse by gender and custom:

- Know: Fizi in different families we are used to prioritize the education of boys over girls. Consequently, many illiterates are women

- Have: As she is not entitled to inheritance, his chances to get rich are less substantial. 

- Power: the man and the woman obeys decides what she has nothing and custom does not give him theBE"
2015,31,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,The Effects of Women’s Economic Empowerment on Economic Growth,African Institute For Health & Development,Kenya,Kenya,0,,"['Environment & Sustainability', 'Health']","IntroductionThe economic empowerment of women is a fundamental human rights and social justice issue.  With recent research highlighting the impact of gender inequalities on development, there has been a compelling move toward investing in programs that increase women’s economic participation with policies and interventions aimed at promoting women’s economic empowerment. The economic empowerment of women has been linked to: poverty reduction especially in low-income households facilitates the achievement of other important public policy goals such as economic growth, improved human development, and reduced violence.  In recent times it has become widely accepted that gender equality and women’s empowerment are key cornerstones in achieving development results._x000D_
Background (literature review)_x000D_
The concept of empowering women through measures to increase social, economic and political participation has gained momentum over the past three decades.  The promotion of gender equality and the empowerment of women is recognized as a key step in addressing extreme poverty as noted in the Millenium Development Goals (MDG’s).  It is noted that the economic participation of women is important not only to lower the levels of poverty among women, but is also a crucial step in encouraging economic development in countries as a whole.  There is an increasing body of evidence that suggests that education, employment and ownership rights of women have a powerful influence on their ability to control their environment and contribute to economic development.  The World Bank describes gender equality as smart economics, noting that the integration of women in well functioning markets as both consumers and producers is linked to economic development, growth and greater welfare. (World Development Report 2012)_x000D_
Women’s economic empowerment is defined as the capacity for women to participate in, contribute to and benefit from growth processes in ways that recognize the value of their contribution, respect their dignity and make it possible to negotiate a fairer distribution of the benefits of growth (Eyben et al., 2008).  Tornqvist and Schmitz define it as the process which increases women’s real power over economic decisions that influence their lives and priorities in society.  It can be achieved through equal access to and control over critical economic resources and opportunities and the elimination of structural gender inequalities in the labour market including a better sharing of unpaid care work (Tornqvist and Schmitz 2009 p.9).  The economic empowerment of women is central to the achievement of gender equality and the implementation of international commitments (OECD, 2012).  UN Women considers that women’s economic empowerment is essential for any strategy of poverty alleviation and defines this as ‘having access to and control over the means to make a living on a sustainable and long term basis, and receiving the material benefits of this access and control’ (Carr, 2000; Mosedale, 2005)_x000D_
A world bank report noted that the unequal education and employment opportunities for women in Sub Saharan Africa (SSA) is estimated to have retarded annual per capita growth by 0.8 percentage points between 1960 and 1992, this is crucial because a boost of 0.8 percentage points per year would have doubled economic growth, the study further suggests that gender inequality appears to account for about 15-20% of the growth performance between SSA and East Asia.  Gender equality may not be the main cause of poverty in Africa but it is a key element in accounting for the regions poor economic performance.  An OECD report (2012) highlights that when more women work, economies grow; an increase in female labour force participation results in faster economic growth.  Blackden et al also note that much of the economic activity in Africa is in the hands of women especially in Agriculture and informal business, creating opportunities for women can help to not only empower them but also to unlock the full economic potential for their nations._x000D_
Canagarajah et al highlight the fact that when provided with the opportunity women are able to participate and contribute to economic growth and poverty reduction citing the example of Uganda between 1992 and 1996 where women’s participation in the rural non farm sector increased as such raising the income of women and of households headed by them (Gender and economic growth in Uganda p.30)_x000D_
John Ward et al in their research find critical evidence that greater gender equality in the developing world could enhance economic growth, the evidence links improving gender equality to key factors of economic growth by expanding the stock of human capital, raising labour productivity, improving agricultural productivity and increasing stock of physical capital._x000D_
Netsaye underscores the fact that despite the great strides achieved in empowering women, gender inequality continues to be a major challenge in Africa.  It is prevalent in all sectors of the economy including the labour market.  This is despite the fact that women contribute immensely to the labour market, training and education. (Gender and economic empowerment in Africa: evidence and policy p.88).  She highlights the various initiatives undertaken at the regional level with the aim of achieving women’s empowerment such as:  the African Union protocol on the Rights of Women in Africa adopted in 2005 to protect women’s economic and social rights, the United Nations Economic Commission for Africa (UNECA) which proposes to reduce gender disparities on the African continent and the 1994 International Conference on Population and Development (ICPD) held in Cairo which also called for women’s empowerment; this coupled with the various legislations and policies adopted at the country level still the issue of gender equality and empowerment is yet to be fully integrated into policy formulation with gender gaps still existing between men and women in economic opportunities(p.89)_x000D_
Hobson notes that women dominate the informal sector that plays a huge role in SSA economies (Hobson 2011).  The informal sector employs 72% of the non agricultural employment in SSA and 48% in North Africa (Dejene, 2007). In Kenya during the last decade, the growth rate in the sector’s employment has remained above that of the formal sector, which declined over the same period. The informal sector has seen its share in total employment rise from 16% in 1980, to 63.6% in 1997 and 70% in 2000. Between 2000 and 2001, employment in the sector rose by 11.4%. Its share in GDP has also recorded increases, rising from 13% in 1993 to 18% in 1999 (Republic of Kenya, 2002). Sectorally, the informal sector is the second largest source of employment after small-scale agriculture  According to the ILO in SSA 84% of women are informally employed compared to 63% of men; women in Africa are predominantly work in agricultural sector involved in subsistence farming.  FAO estimates that 60% of employed women in SSA women work in agriculture and play a big role in food security in the region.  In Kenya 75% of women live in the rural area and are involved in floriculture, growing of tea and coffee, vegetables and cereals (ILO, 2004).  It is however noted that there are still gender gaps that exist hindering women’s economic participation.  These gaps inflict costs on the society in terms of lost agricultural output, food security and economic growth.  Women in this sector face numerous challenges, with evidence showing that constraints to land ownership, lack of access to inputs by women are key impediments to increasing agricultural output and economic growth.  _x000D_
A striking phenomenon of recent times is the extent to which women’s participation in the labour force has increased. This increased participation has been driving employment trends and the gender gaps in labour force participation rates have been shrinking.  A majority of women in SSA are engaged in Micro and Small enterprises (MSE’s), in Kenya 49% of women nationally are engaged in MSE’s nationally, in the rural areas they account for 55.8% of women working in MSE’s.  Women are often engaged in work that is considered female such as food processing, dressmaking and tailoring.  Their involvement in the informal business sector is a vital contribution to poverty reduction, wealth creation and employment (UN Women, 2011).  However mainstream government economic policies and trade agreements often neglect these women.  Women in this sector often find it difficult to access credit due to lack collateral; a factor that limits the scale of their operations.  In Kenya the USAID obligated US$12.9 million as a guarantee to stimulate lending in the SME sectors by providing additional collateral risk mitigation for SME’s that are owned and managed by women (OECD, 2012)._x000D_
Objective_x000D_
The main objective is to perform a systematic review of the evidence of the effects of women’s economic empowerment on economic growth, more specifically it aims to:_x000D_
•	assess whether more equal economic participation of women enhances their well being as well as the conditions for economic growth.  _x000D_
•	identify pathways through which women’s economic empowerment affect economic growth.  _x000D_
•	assess the mediating factors that influence this complex relationship._x000D_
_x000D_
_x000D_
_x000D_
Research Questions_x000D_
The following are the preliminary research questions on empowerment to growth links that will inform the approach of the research:_x000D_
1.	What is the relationship between women’s economic empowerment and growth? _x000D_
?	What is the magnitude of impact? _x000D_
?	What mediating factors interact with more equal women’s economic participation to boost growth? _x000D_
?	Can more equal economic participation boost long-run growth? _x000D_
2.	What are the pathways through which women’s economic empowerment contributes to economic growth? _x000D_
?	In what contexts is the increased contribution to growth through increases in labour supply and/or through increase",Girls get educatedWomen get empowered,Girls education and women empowerment.1G
2015,30,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,Alternatives à la diminution des produits de chasses par le Développement des activités génératrices des revenus,Gestion Durable et du Développement  des initiatives Locales,Cameroon,Cameroon,0,,"['Education', 'Environment & Sustainability', 'Entrepreneurship & Business']","Les Pygmées Bakola, peuple de chasseurs-cueilleurs, voient leur mode de vie traditionnel menacé par la destruction de leur environnement. La forêt qui les abrite depuis des millénaires et dont ils tirent toutes leurs ressources, subit de grands changements.Les facteurs sont multiples : extension des populations villageoises - surexploitation du gibier pour et par les populations locales - culture sur brûlis - exploitation forestière - et récemment l’annonce de l’exploitation du cuivre dans la ville de Lolodorf. Privés d'une partie de leurs ressources, les Bakola de MIMBITI, NGOMAGUELE et NKOUAMPOUNDE se sont sédentarisés et pratiquent une agriculture vivrière. Aujourd'hui, certains d'entre eux désirent s'initier à l'élevage et à la pisciculture._x000D_
élevages et piscicultures familiaux souhaités par la population pygmée. Il s’agit de  diffuser la technique de l'élevage  et de pisciculture chez les Pygmées bakola._x000D_
        Toute culture est culture de développement c’est-à-dire qu’aucune  société ne peut vivre en marge de l’amélioration de ses conditions de vie. Le projet vise au rayonnement de leur culture comme seul gage de leur propre développement, de  leur autosuffisance alimentaire, notamment en développant de petits élevages et piscicultures familiaux souhaités par la population pygmée. En clair, il s’agit donc  d’inculquer et de diffuser la technique de l'élevage  et de pisciculture chez les Pygmées Nkola. _x000D_
        Le but de ce projet est de développer de petits élevages  et piscicultures familiaux en milieu pygmée autogérés par les familles déjà sédentarisées et pratiquant un peu d'agriculture vivrière. Il vise leur autosuffisance alimentaire. Le gibier se faisant rare, les Pygmées manquent de protéines et commencent à souffrir de malnutrition. Le choix du porc pour l’élevage, la carpe et silures pour la pisciculture est dû à leur habitude alimentaire. _x000D_
Condition : chaque famille qui reçoit des porcelets s'engage à donner à son tour un porcelet femelle à une autre famille  (essaimage). Les carpes et les silures seront pêchées sur place_x000D_
Les principales activités de ce projet consisteront ainsi à :_x000D_
-	Recherche-action participative sur l’élevage et la pisciculture ;_x000D_
-	Production d’un guide pratique à l’usage des peuples autochtones sur la mise en oeuvre l’élevage et la pisciculture générateurs des revenus_x000D_
-	Organisation des réunions de sensibilisation sur la gestion durable des ressources fauniques et halieutiques_x000D_
-	Organisation des sessions de formation en élevage et pisciculture ;_x000D_
-	Monitoring du développement de l’élevage et de la pisciculture ;_x000D_
-	Préparer le matériel pour une plus large adoption ;_x000D_
-	Faciliter l’accès au marché ;_x000D_
-	Mettre en œuvre des exercices de renforcement des capacités entrepreneuriales et commerciales _x000D_
-	Capitaliser les leçons apprises et les résultats obtenus_x000D_
_x000D_
","les résultats finaux sont : Un guide pratique sur l'élevage et la pisciculture durables à l'usage des peuples autochtones est élaboré et diffusé, les populations autochtones maîtrisent les  techniques  de conservation et de gestion durable des ressources fauniques et  d’eaux douces à l’levage et la pisciculture; les activités d’élevage et de pisciculture sont mises en œuvre par les populations autochtones, un circuit de commercialisation des activités génératrice des revenus des populations autochtones est organisé.","Aujourd’hui les peuples autochtones des campements bénéficiaires sont dépendant des bantous et souffrent de la faim et de la malnutrition, avec des conséquences parfois irréversibles sur la croissance physique et mentale des enfants  affectés. Inacceptable sur le plan moral, la faim représente aussi un frein pour le développement économique et humain pour eux. De nos jours plusieurs jeunes abandonnent les salles de classes à cause de la famine due à la diminution drastiques de la viande de brousse qui est l’aliment et les revenus principaux de ces populations. Déjà dramatique, cette situation s’est encore détériorée avec l’effet conjugué de la déforestation et de la dégradation des forêts poussant les Nkola à passer des semaines en brousse à la recherche des gibiers qu’ils trouvent difficilement, mais aussi du changement climatique. Face à cette situation sans précédent, GEDIL a rapidement décidé d’intensifier ses efforts pour combattre la faim et réduire la pauvreté en développant des l"
2015,29,ET,Ethiopia,ET,Ethiopia,ET,Ethiopia,ET,Ethiopia,,CHILDREN FOR FUTURE HO[PE,CHILDREN FOR FUTURE HOPE,Ethiopia,Ethiopia,0,,"['Education', 'Environment & Sustainability', 'Science & Technology', 'Health', 'Entrepreneurship & Business']","The project is going to do:1. HELPING ORPHAN CHILDREN AND DISABLED CHILDREN_x000D_
2. IRRIGATION_x000D_
3. WOMEN'S AND GIRLS RIGHT PROTECTION_x000D_
4. FORESTATION AND AGRICULTURE_x000D_
5. WHEAT AND MAIZE PRODUCTION_x000D_
",I CAN SEND YOU ALL THE DOCUMENT ON THE ATTACHMENT LATER IF YOU SEND YOUR EMAIL,"we are going to solve the following problems.1. we will make all human beings productive( hard worker)

2. Removing the term disability, 

3. Standing for vulnerable peoples

4. poverty Reduction

5. Reducing the begging systemaI"
2015,28,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,Women Go Up!,Youth for Sustainable Development Organization,Tanzania,Tanzania,0,,"['Education', 'Entrepreneurship & Business']",This project is designed to empower the marginalized women and girls by investing in entrepreneurship small business in order to sustain inclusive broad-based economic growth. This fund will be used to increase pathways to entrepreneurship for girls and women through technical assistance and access to credit. ,"By October 2015 a total number of 100 young women, including university graduates, urban trades women and rural women running on farm and off farm activities, trained on entrepreneurial enterprises to start and managing business.  All the trainees have access to credit and technical assistance through strengthened women groups by the beginning of 2016.","Women and youth face challenges to participate in the economy, receiving lower incomes and fewer employment opportunities than men. In Tanzania, women are disproportionately concentrated in vulnerable forms of work and face occupational segregation and low wages relative to men. Economic constraints include: lack of full-time employment; lack of access to care for children and dependents; the pressures of global competition that keep female wages down; and direct discrimination. Growing numbers of youth, particularly girls who are entering Tanzania’s labor force are also at risk. In Tanzania, youth unemployment increased from 5.3 percent in 2009 to 7 percent in 2011. Women make up fifty percent of the population, yet gender inequities continue to persist: salaries paid to women are on average 63 per cent lower than those paid to men, and when women own businesses, they make 2.4 times less profit than men.--"
