project_year,project_id,country_application,country_application_name,country_impact,country_impact_name,orig_country_application,orig_country_application_name,orig_country_impact,orig_country_impact_name,change_comment,project_name,institution,project_location_1,project_location_2,is_deleted,delete_comment,sectors,project_summary,project_details,project_details_other
2012,47,BI,Burundi,BI,Burundi,BI,Burundi,BI,Burundi,,Women Empowerment on Poverty Reduction Project (WEFDP),Buyenzi&Kayanza,,Burundi,0,,[''],"Women Empowerment on Poverty Reduction Project Is project that will emphasize the existing project called women empowerment for familiesâ€˜development project in order  to sustain it and initiating  and opening the activities which generate the incomes for our target group. Through the implementation of WEPRP we will create 5 women â€˜cooperatives, opening for them small business.",,"
This project will help the women and girls to start new life in good conditions and unemployment will be reduced through many different generating activities his will contribute to the development of country. This project will teach Burundi people to save money in bank. The problem of hunger will be reduced in villages and in Bujumbura town. This project will be a solution for the women and girls development and country in general.
Our country has the problem of living long time in the war period and we still undergoing its consequences and many population are unemployed among of them  great number are women and girls. The country has food problems  if our community is educated about hunger reduction through small business and entrepreneurship this will help us to achieve the sustainable development and hunger problem resolving especially empowering  women is to make better future for families for country development.
Because the women and girls are good saver in their life. Once we empower them in small business and entrepreneurships this will help in the development of families and reducing the poverty of the families and country in general. The family issues will be resolved as malnutrition, health insurance and other alternatives. Besides of that our country undergoing the problem of hungry through empowering the women and girls in small business and entrepreneurship in agriculture the hunger problem will be resolved because the great number of our population are women  And girls."
2012,48,,,,,,,,,,Women Act- Upper Egypt ,"Sohag, Assiut, Menia -Egypt",,,0,,[''],"The project \Youth Act\"" has similar idea of our concept note and working since 10 months in same 3 governorates mentioned above. Through our attached project  we need to expand the project which is funded before by AHRF to be focusing on Disabled women to enable and encourage them to speak out and implement their identities  in addition to improving their life conditions locally.""",,"
In matters of truth and justice, there is no difference between large and small problems, for issues concerning the treatment of people are all the same.

Albert Einstein




Albert Einstein, through Arabic book"
2012,49,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,capacity building for santa women group.,santa Bamenda,,Cameroon,0,,[''],mbororo indigenous women are illiterates and therefore doesnot know their rights and human rights in general.They tend to depend o men because they donot have any activity .with this they will be able to identify their problems pririotise them and come out with the core problem.They will be able to identify their needs and to come out with a project aim for income generating activity.,,"
women empowerment through income generating activities
my personel source of  inspiration is from the experience i had concerning indigenous womens rights
The experience i had as an indigenous women where women are use as objects and considered as household keepers.Women are being given out for marriage at very early ages and they does not carry any activity.They does not take part in decision making in the family on matters that concerns them.The illiteracy rate is very high and poligamy is being used to oppressed them.They does not carry out any activity and thus depend on men.This is why we think its important to empower these women economically so that they become authonomous and will be able take their problems into their hands and can also take leardership role within thier communities"
2012,50,GH,Ghana,GH,Ghana,GH,Ghana,GH,Ghana,,"Seminars and Workshops on: 1. Dangers of gender inequality and domestic abuse aim at the women and children.   2. Health Talk for the women on Cervical cancer, Breast cancer, prevention of malaria especially during pregnancy, prevention of mother-to-child",Ghana,,Ghana,0,,[''],"Seminars and Workshops on: 1.Dangers of gender inequality and domestic abuse aim at the women and children. 2.Health Talk for the women on Cervical cancer, Breast cancer, prevention of malaria especially during pregnancy, prevention of mother-to-child transmission of HIV, proper handwashing techniques etc. 3.Sponsoring some girls in schools especially those from divorced homes and the orphans.",,"
Train a woman, train a nation
Life and times of Mother Theresa of Calcutta
Women and girls who are entreprenuers will  have great positive impact in the society."
2012,51,SL,Sierra Leone,SL,Sierra Leone,SL,Sierra Leone,SL,Sierra Leone,,Kailahun Women Empowerment Synergy,"Kailahun District, Sierra Leone",,Sierra Leone,0,,[''],"1. Micro-finance: Microfinance targeted at a group of women who are already in business. These women will form groups of maximum 5 members in a group. 

2.Kekeli Resource Centre: This will be a modern resource centre for women empowerment. The resource centre will be stocked with books, online resources, Counselling unit, computer and internet facilities.",,"
Not even God would dare to appear to a hungry man except in the form of bread. 
My personal source of inspiration is from God and my mother. The fact that God has been good to us all and keep us from day to day.

Secondly, how my mother struggled after the death of my father 17 years ago and ensure that all her 7 children ( both female and male) got the best of education. She never gave up and today I can say I am somebody.

Looking at all these opportunities I have and looking at others who never have a quarter of these opportunities, it is always good and fair to give the little back to society especially the disadvantaged.
1. Of the 1.3 billion people living in poverty around the world, 70% are women. (Source: World Revolution)

2. Women do about 66% of the world's work in return for less than 5% of its income. (Source: Women's International Network)

3. In the least developed countries nearly twice as many women over age 15 are illiterate compared to men. (Source: UNFPA)

4. Two-thirds of children denied primary education are girls, and 75% of the worldâ€™s 876 million illiterate adults are women. (Source: AskWoman)

5. Women work two-thirds of the world's working hours, produce half of the world's food, and yet earn only 10% of the world's income and own less than 1% of the world's property. (Source :World Development Indicators, 1997, Womankind Worldwide)

"
2012,52,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,"CLIMATE CHANGE ISSUES,AGRICULTURE, FOOD SECURITY AND ECONOMIC EMPOWERMENT",WESTERN KENYA,,Kenya,0,,[''],"Climate change presents yet another significant challenge to be met while overall food production may not be threatened; those least able to cope will likely bear additional adverse impacts. The estimate of Africa is that 27-45% of species habitats could be lost affecting both food and non food crops, though there are no strong climate change communication strategies to convey such information.",,"
For me, one of the major reasons to move beyond just the planting of trees was that I have tendency to look at the causes of a problem. We often preoccupy ourselves with the symptoms, whereas if we went to the root cause of the problems, we would be able to overcome the problems once and for all.


My mother is my personal source of inspiration
Poverty is a major problem in the community and we shall focus on some environmental issues affecting food production such as limited resources and infrastructure, low levels of technology, poor access of information and knowledge, inefficient institutions and limited empowerment as well as access to resource change,all this issues affect women who are the pivot point of any family,community and country growth.Improved livelihoods and capacity to the women will empower and strengthen the community socially and economically.Because of participatory approach in dealing with the issues the women target groups will gain the skills and therefore become independent ans self-sustainable therefore building a strong self-dependent community."
2012,53,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Women Change Life Project,Kenya. (Kisumu),,Kenya,0,,[''],Brief Project Description: The Women Change Life Project response (WCLP) was founded in 2009 under Kisumu Multipurpose Center (KMC) to assist women in raising their self-esteem and achieving economic independence through sustained employment.WCLP takes a long view of our clientâ€™s lives and futures. We abide by the adage of â€œteaching a woman how to fish instead of giving a woman one fishâ€. ,,"
â€œI found WCLP when I was living in a womenâ€™s shelter with my children. My self-esteem was really low but WCLP helped me find the strength I needed to get a good job and support my family.â€ 
The national unemployment rate has hit a 35% year high according to the Kenya Bureau of Statistics report.The jobless rate for women is the worst hit and it has been since 47 years of independence with single mothers and women with families being most affected.Additionally, the poverty rate for women has increased 39 percent since 2000, according to the Kenyan Census Bureau(Income,Poverty and Health Insurance in the Kenya,1999)As these statistics continue to increase in todayâ€™s unstable economy,Womenâ€™s employment is vital to the workforce and to the economy. 
Failure of women to find work reduces the communityâ€™s ability to maintain economic balance. The jobless rate for women is the worst hit and it has been since 47 years of independent of Kenya. Single mothers and women with families are most affected. CLPâ€™s service area is around Kisumu City of Kisumu County .We provide services to women aged 18-56+ years with avocational training, a high school Diploma or equivalent, who need help in overcoming barriers to finding sustainable employment to support themselves and their families economically."
2012,54,,,,,,,,,, FROM ZERO TO HERO,KENYA,,,0,,[''],"Is to help young women reach the highest scales of their desired achievement through mentorship programmes,providing emotional and social support to break through visible and invisible barriers,creating a network of peer with a single basic desire:personal development and investing.Therefore our motivation is to ensure young women have achieved their highest potential hence eliminating poverty. ",,
2012,55,,sibardngos@gmail.com,,sibardngos@gmail.com,,sibardngos@gmail.com,,sibardngos@gmail.com,,IGP for Women Development,kothagudem,,sibardngos@gmail.com,0,,[''],This project is aimed at empowering the Women in Rural areas through income generating activities. The project is an integrated approach to train and develop women co-operatives and self-help groups encompassing \Rural Dairy,,"
 Garment making and manufacturing of Food Products\"" as prime activities.""
women empowerment
We have been doing several voluntary programmes for the development of women in tribal areas. we will strive hard until we meet our targets to improve the lives poor people."
2012,56,,,,,,,,,,EMPOWER OF THE SCHOOL DROP OUT ADOLESCENT GIRLS IN GHANA AND LIBERIA,GHANA AND LIBERIA,,,0,,[''],"Our girlsâ€™ education interventions include: providing textbooks and other learning materials, community awareness campaigns and providing scholarships for secondary education.In cases were secondary schools are far from home, we supports safe residential facilities within a conducive environment for girls;safe accommodation facilities.Use of culturally sensitive approach to hold community forum.",,
2012,57,BD,Bangladesh,BD,Bangladesh,BD,Bangladesh,BD,Bangladesh,,Empowerment women and Girls in Bangladesh,Bangladesh,,Bangladesh,0,,[''],"Bangladesh is one of the largest populated muslims country in Asia. Our focus is to develop the heart of women and girls in Bangladesh for the sake of enhancing a Culture of  Peace in this country, the Prevention of Violence and the Empowerment of the Women  and girl. On other hand, man dominted women where really need to empower the women groups, so that they will be powerful in this Nations.",,"
women are the beauti of the scoeity and human race.
I think women are the creation of the God equal. 
â€¢	To service to the cause of World Peace, particularly through efforts that promote reconciliation among all people, going beyond barriers of Race, Religion, Nationality, Ideology and building Culture of Peace, Non-Violence and Empowered Women. We see here in Bangladesh everywhere are problem that women faces. 



â€¢	 Every day many women are suffering in many ways such as  they have no education  and opportunity for job, rapes young women  in the society and specially in the garments and offices, suicide, divorcee and  persecutions  by the male, no cultural peace in every sector in Bangladeshi women etc. 



â€¢	Every years many women dies with their pregnant and without treatment and physical care because of poverty, lake of food, and helpless. 



 I support the women 

because Bangladesh is one for the poorest country in South Asia where every year, flood and natural disaster killed many lives and lost people  their houses, crops, etc. 

"
2012,58,GH,Ghana,GH,Ghana,GH,Ghana,GH,Ghana,,Low-income Women's Bank,Navrongo-Ghana West Africa,,Ghana,0,,[''],"About 70% of households in Navrongo are managed by women. Most of these women are traders who own â€œtable topâ€ shops and lack access to credit due high collateral security and interest rates.Thus they have low income with high monetary demands making poverty levels among them high.To empower them, this idea will create a micro-finance facility to offer access to credit and entrepreneurship training",,"
To see others live a fulfilled life.
I believe that if you empower a woman through entrepreneurship, she affects the whole nation with her service."
2012,59,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,UNLEASHING YOUNG DISABLED WOMEN/GIRLS WITH ENTERPRENEURSHIP AND BUSINESS MANAGEMENT SKILLS,"Dar es Salaam, Tanzania, East Africa",,"Tanzania, United Republic of",0,,[''],"Project intends to empower disabled women and girls through training, support and empowerment using mass medias.150 women and girls will be imparted with Entrepreneurship and Business Management skills, then 20 best Business plans will be supported. Also opportunity will be given to 500 women and girls to give opinion and suggest solution to their problems using social and mass medias.   ",,"
\Together we build a successful future for the Society\""""
My personal source of inspiration is worthiness of sense of togetherness in implementing projects for sustainable development to indigent people like women and girls in developing countries
We support the empowerment of women and girls through entrepreneurship because are the most vulnerable people in many developing countries. We are doing so as the only way to empower them and help them to get rid of all forms of oppression, humiliation and extreme poverty. Imagine the case of Tanzania where disabled women are denied right to education, considered inferior and shame to the family, are hidden to avoid what is called shame. People with albinism disability (Albinos)especially women and girls are raped in belief of getting rid of HIV/AIDS, killed believing to become rich after producing their organ to the witch doctor etc. 



The only way to help these people is through entrepreneurship in general which will build self awareness, sense of  creativity and innovation, create jobs, introduce women economic right including right to own and inherit lands, mitigate cultural practices which affect women/girls economically, marketing strategies and opportunities identification etc."
2012,60,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,Kawempe Caring Support Centre - KCSC,"Bwayiise I, Kawempe Division, Kampala District",,Uganda,0,,[''],"Kawempe Caring Support Centre (KCSC) is a Faith non-profit Community Based Organization that was established in 2009 to mitigate the psychosocial and economic impact of HIV/AIDS integrated with Basic Health Care regardless of tribe, social status, sex, religion, Age and color in Kawempe division and the surrounding areas.



The overwhelming era of HIV/AIDs has become a point of concern to all Uga",,"
Working together to develop our community
Noval 
Am commited to support empowerment because am one of the young people who are unemployed and yet the costs of living are high"
2012,61,ZW,Zimbabwe,ZW,Zimbabwe,ZW,Zimbabwe,ZW,Zimbabwe,,Oasis Zimbabwe Vocational Skills Training,"Harare, Zimbabwe",,Zimbabwe,0,,[''],"The project provides vocational training in tailoring and jewellery making to vulnerable young women from a poor high-density area of Harare, as well as focusing on lifeskills and self-esteem.  The project enables trainees to set up their own businesses, become self-sustaining, and to disseminate their learning to other women in their communities.",,"
\It is better to light a candle than to curse the darkness.\""""
The courage and joy of my Zimbabwean colleagues
Every day in Harare, I see around me the especially heavy burden women carry when poverty and injustice have robbed them of their dignity.  Women here are much less likely to go to school or university than the men in their families.  They are more vulnerable to HIV infection and benefit less from access to healthcare.  They hold families together, care for children and nurse the sick and dying.  And yet they still laugh, love and believe for better days to come to Zimbabwe.  



I have seen over the past year of living here, that equipping young women to gain formal employment, and/or to set up their own businesses through using their own skills and ingenuity, has had a profound effect on their lives and those of their families.  As a result of their training, our graduates not only have sustainable income - enabling them to eat better, live in better environments, pay for school fees, medicine and new clothes - but their overall self-confidence and demeanor is irrevocably changed too.  They see that they can become agents of change for their own destinies, and can contribute to helping others do this for themselves as well.  They smile more.  They hold their heads higher.  They say, \I used to believe I was nobody"
2012,62,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,WOMEN TORCH BEARERS,MUEA VILLAGE CAMEROON-WEST AFRICA,,Cameroon,0,,[''],"THE PROJECT ENTAILS GATHERING WOMEN TOGETHER AND CREATING EMPOWERMENT AND SELF RELIANCE AND COMMUNITY DEVELOPMENT BY GIVING THEM INSPIRED IDEAS AND EMPOWERMENT LECTURES.IT IS AN ENCOMPASSING PROJECT WHICH WILL CREATE EMPLOYMENT OPPORTUNITIES FOR WOMEN

  WOMEN WILL BE GIVEN A MAIZE AND CASSAVA MILLING MACHINES TO ADD VALUE TO THEIR PRODUCTS HENCE LEADING TO HIGHER PRICES",,"
NO NATION IS MADE POOR, THERE ARE ONLY POOR PERSONS, ENRICH A WOMAN AND THE NATION WILL BECOME A THOUSAND TIMES RICHER
THE POWER OF AND INSPIRED WOMAN.I HAVE ALWAYS BEEN HUMBLED BY THE DEGREE TO WHICH WOMEN FIGHT HARD TO RAISE THEIR CHILDREN AFTER THEY LOOSE THEIR HUSBAND.

   THEY OFTEN USE THEIR INSPIRATIONS TO LEAD THEIR FAMILIES TO SUCCESS AT VERY SHORT NOTICE
ENTREPRENEURSHIP IS THE GREATEST WAY TO MAKING WOMEN AND GIRLS SELF RELIANT. THAT IS THE GREATEST VIRTUE IN LIFE FOR IF YOU TEACH SOME ONE HOW TO FISH HE WILL NEVER TURN TO YOU FOR FISH.ENTREPRENEURSHIP JUST MAKE THIS HAPPEN LIKE MAGIC BECAUSE IT MAKE THE WOMEN RESPONSIBLE AND GIVES THEM A SENSE OF OWNERSHIP.

   A WOMAN CAN CREATE HER OWN EMPIRE AND WORLD THROUGH THIS AND THE ENTIRE COMMUNITY WILL FOLLOW SUIT"
2012,63,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,Increased Incomes for Poor Rural Women Farmers through production of Charcoal Briquette Technology to Combat Poverty and Climate Change Effects,"Mpigi District, Uganda ",,Uganda,0,,[''],This project seeks to empower 1000 poor women smallholder farmers with skills in producing & utilizing the most effective fuel source from agricultural waste materials â€˜Charcoal Briquettesâ€™. This technology has been proven to be a substitute for wood fuel and a good source of income for women. It was introduced because of Climate change effects as a result of deforestation which accounts for 20%.,,"
â€œYou cannot climb a ladder with your hands in your pocketsâ€ 
Holy books, African writers
â€¢	Because women and girls have been marginalized in all fields of life. 

â€¢Women and girls are vulnerable.

â€¢For sustainability purposes.

â€¢For meaningful and active participation in Social, Political and Economic aspects

"
2012,64,IN,India,IN,India,IN,India,IN,India,,DOORDRUSHTI,PUNE,,India,0,,[''],We are actively involved in several philanthropic activities especially revolving around womenâ€™s Empowerment. We are currently organizing an event to raise funds womenâ€™s Empowerment and to support their needs. (Emotional and Economical)women's sense of self-worth; their right to have and to determine choices; their right to have access to opportunities and resources.,,"
If we don't change, we don't grow.

If we don't grow, we are not really living.

Growth demands a temporary surrender of security.




Mrs. Sindhutai Sapkal
The principle of gender equality is enshrined in the Indian Constitution in its Preamble, Fundamental Rights, Fundamental Duties and Directive Principles. The Constitution not only grants equality to women, but also empowers the State to adopt measures of positive discrimination in favor of women. Empowerment is the one of the key factors in determining the success of development is the status and position of women in the society. We put a special focus on empowering women and girls, because we believe they hold the key to long-lasting social change in communities. Empowering women must be a united approach, a cause that requires continued attention and stewardship by all. We need to augment our efforts for empowering women and enhance their progress. It is our moral, social and constitutional responsibility to ensure their progress by providing them with equal rights and opportunities. Today women with their smartness, grace and elegance have conquered the whole world. They with their hard work and sincerity have excelled in each and every profession. Women are considered to be more honest, meticulous, and efficient and hence more and more companies prefer hiring women for better performance and result.



"
2012,65,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,Autonomisation de la femme descolarisÃ©e et dÃ©soeuvrÃ©e des zones semi rurales,Douala -cameroun,,Cameroon,0,,[''],"Le quotidien de la femme africaine est trÃ¨s pÃ©nible et surtout lorsqu'elle n'a pas Ã©tÃ© Ã  l'Ã©cole, elle  n'a pas de possibilitÃ© d'exercer un emploi rÃ©munÃ©rateur. Par ce projet, nous voulons insÃ©rer Ã  la vie socio-Ã©conomique des femmes dÃ©sÅ“uvrÃ©es et dÃ©scolarisÃ©es par la formation

 et l'apprentissage des petits mÃ©tiers gÃ©nÃ©rateurs d'occupation et de 

revenus. ",,"
La politique gouvernementale dans son Document de StratÃ©gie pour la Croissance et l'Emploi(DSCE)
Les textes de la convention des droits humains de la femme et de Objectifs du MillÃ©naire pour le DÃ©veloppement(OMD).
Nous aimerions soutenir l'autonomisation de la femme car cela est une raison

 de proximitÃ©. la femme en Afrique subsaharienne dÃ©pend totalement des 

ressources provenant de l'homme, et elle est confrontÃ©e aux situations "
2012,66,PH,Philippines,PH,Philippines,PH,Philippines,PH,Philippines,,The Enchanted Farm Village University,"Bulacan, Philippines",,Philippines,0,,[''],"The Enchanted Farm empowers idle female residents of Gawad Kalinga communities in the countryside not only by providing them with a source of income but also by linking them to teams of urban college students, mentors and investors from academic, corporate and government partners. This link ensures sustainability, a path to scale, and most importantly, lasting social impact.",,"
\I value the freedom to serve more than the power to rule.\""""
My prime motivation is the frustration we felt borne out of seeing several livelihood initiatives come and go without lasting impact in the communities. 
Women and girls deserve equal opportunities to chart paths out of poverty for their families. In the families, they have been more trustworthy in ensuring that limited resources go to the right priority areas."
2012,67,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,rm Direct Marketing Convention and entrepreneur skills for the Rural Young Women Farmers    ,"Kolir Sub-County, Bukedea District       ",,Uganda,0,,[''],"Many young women farmers, especially new ones, are inclined to start production without giving second thought to the business of marketing. Good marketing is absolute must for successful agricultural enterprise. Some would even argue that it ranks higher in importance than production itself, especially for young women farmers planning to diversify. What good is a product if no market and profit?",,"
You see things; and you say 'Why?' But I dream things that never were; and I say 'Why not?' 
Bible
Oluwa Youth Activity Group (OYAG) is a youth self help group registered with the local authorities and Bukedea Civil Organizations Network (BUCONET. OYAG has a membership of 341 youth with 143 males and 198 females

This project is to improve on the Rural Micro Savings and Credit facility that is existing such that women can improve their capacities in entrepreneurship.

young women are seriously facing a number of challenges in mu own rural home, that is why we want to support these women. Domestic violence, lack of basic needs, wanting to begin business without start  up funds. These women are able to run business but no access to financial and technical support."
2012,68,,,,,,,,,,CENTRE FOR WOMEN OPPORTUNITIES,"DAMONGO,N/R,GHANA,WEST AFRICA",,,0,,[''],"Established with a vision to empower Northern women have control over their livelihoods challenges.

A mission to building the capacities of women and the youth to participate in the decision making process and to take advantage of the economic,socisl and educational activities and opportunities within their localities.a

A broad goal of reducing the vulnerabilty of women to food and income insecuri",,
2012,69,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Majimaisha Group,"Eldoret, Kenya",,Kenya,0,,[''],"'Majimaisha' group whose name means \water for life\"" was started to ease the burdens of women and girls in the villages by assisting them to have easy access to water and with this it will improve their livelihoods. we offer trainning we have plans to dig wells and buy water pumps for irrigation that would bring financial stability.The cost will be US $875.25 per well and $62.50 per pump.""",,"
\You become a failure when you fail to take risks\""""
I believe in empowering people to be able to provide for themselves. and they should not see themselves as failures but as people who have potential to make it in life.
Iam a woman who believes in making the best out of the little you have and i will work hard to help my fellow women to do the same. I believe that good health allows us to be productive and water can help women have a secure source of income."
2012,70,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,Create an Aware on Women Health to Policy makers in the Country,Mbulu Tanzania,,"Tanzania, United Republic of",0,,[''],Increased a Policy Makers involvement and Community awareness over the Women Health Rights through training on the Tanzania Health Policy and support and opportunities as found within the Country and outside the country,,"
We are looking toward a changes of Policy Makers involvement and Community awareness over the Women Health Rights through training on the Tanzania Health Policy and support and opportunities as found within the Country and outside the country
LOOK TOWARD CHANGES FOR WOMEN HEALTH AND IF A MAMA IS HEALTH ALL ARE HEALTH.
I do  support the empowerment of women and girls through entrepreneurship as they deserve that and the opportunity is therefore a way out  and it is  viable that the project is found. "
2012,71,NP,Nepal,NP,Nepal,NP,Nepal,NP,Nepal,,Goat Farming: Manage the Resource for Higher School  Study of School Girls Student,"Kirtipur Municipality, Kathmandu, Nepal",,Nepal,0,,[''],"The project will be supported NRs. 2000.00 for two female goat to each  pschool girl students . The project will provide two female goat to each poor school  girls. The goat give birth (first time one goat ) and second , third, fourth and so onâ€¦ more than one  These each year a student will earn . 21,500.0 (US$ 286.00) minimum. These after 5 year a student will minimum earn NRs.107,500(US$ 1433)",,"
If you have built castles in the air, your work need not be lost; that is where they should be. Now put foundations under them. 
Henry Dunant, Humanitarian Diplomacy Activist and Founder of ICRC, Swiss
Strengthen their (girls) higher education, knowledge, skills and practice (KAP) as well as upgrade their Life Skill based behavior in their coming future life that make them strong in fight with financial crisis or well manage their future life. 



"
2012,72,IN,India,IN,India,IN,India,IN,India,,Women Empowerment of HVPM,Amravati ,,India,0,,['']," Women Welfare Cell has been established with the following objectives: 

1. To solve problems of girl students and women 

2. Organizing various classes like physical fitness, aerobics and swimming.

3. Organizing guest lectures on health care, personality development and such other subjects.

4. Organizing cultural programs, self defense camps and celebration of traditional programs for developi",,"
Love is life. And if you miss love, you miss life.
Our genrel seretary padamshree Prabhakarraoji Vaidya
The empowerment of women, also called gender empowerment, has become a significant topic of discussion in regards to development and economics. Entire nations, businesses, communities, and groups can benefit from the implementation of programs and policies that adopt the notion of women empowerment"
2012,73,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,: Enlighten the future of women living with HIV/AIDS in Mwanza region,"Mwanza,Tanzania",,"Tanzania, United Republic of",0,,[''],"a)	Ensure social protection and  well being of 500 women living with HIV/AIDS and entire householdsâ€™ members 

b)	Reduced income poverty by engages in horticultural production and branch out from illegal fish business among 500 targeted women  

c)	Ensure access to health services delivery by connecting targeted women and their householdsâ€™ members  with community health fund at household levels ",,"
Marginalized women living with HIV;if empowered can do miracles.
Don't ignore any people regardless his/her social status and trouble he/she face.Everything is possible under the sun
Decrease economic dependance from societies and start own path ,develop skills, and create wealth amen do streamlining social equality in wealth own "
2012,74,AF,Afghanistan,AF,Afghanistan,AF,Afghanistan,AF,Afghanistan,,Women empowerment through independent and sustained economic initiative,"District Jalalabad, Capital of Nangarhar Province, Afghanistan",,Afghanistan,0,,[''],"84 poor educated women severely affected by poverty, anti-traditions and conflict in District Jalalabad, Afghanistan have been survyed for thier needs of livelihoods which was found extremly poor. The women are less educated but willing to learn, seek out income generation. SHPOUL planned to equip them with marketable skills of computer documents composing and designing in gender inbalance areas.",,"
Women are 50% of World must need to advocate on rights.
Because we are social activist working for the empowerment of women."
2012,75,ZA,South Africa,ZA,South Africa,ZA,South Africa,ZA,South Africa,,Recycling as a poverty alleviation tool in rural South Africa: Converting a challenge to create an opportunity,"Senwabarwana, Blouberg District, Limpopo Province South Africa",,South Africa,0,,[''],"P.E.A.C.E Foundation will collaborate and support Thinana Recycling Cooperative through provision of a viable waste recycling plan and strategy. Thinana Cooperative, working from the landfill site will sort, compile and sell the recyclable material to the market. Schools and communities can also bring in waste or form other cooperative. For waste transportation, there will be use of donkeys",,"
To accomplish great things we must not only act, but also dream, not only plan but also believe
Having grown up in a family where inspiration, motivation and belief in one's abilities were key to success, i derive my inspiration first from the family structure. How the family has molded me, from the first days of my preschool life, up to where i am right now. Looking mainly at how my own mother is hard working, and has been able to instill that hard work onto us has made me realize that the only person that can stop me from achieving my goals is me, and that what i can dream and believe in, i certainly can achieve. I also look at my own personal interactions in life, the people whom i look up to, and in turn, those who look up to me, and that alone makes me realize that i am who i am because of the relationships that i establish with other people, friends, relatives, and my girlfriend. As one with a strong moral and christian background, i also get my inspiration from how Jesus lived his life, so pure, so true,   giving us the moral lesson in life that i am my brother's keeper. That in itself always inspires me to dedicate all i do to the greater good of mankind, putting others first before i put my own interests. Lastly, one of my greatest inspirations has come from the work place environment. Being involved in an amazing organisation, which has team work and team motivation as key to its success. Also, working under an amazing, motivational and inspirational Executive Director who herself has been awarded an Ashoka Fellowship in recognition of her work in rural poverty alleviation clearly lives me in a position where i am inspired to emulate her work, and allow myself to follow in her footsteps. The first steps i have already started taking, as i was recently selected to be a Spark* Changemaker, pushing forward the concept of waste recycling and how it can be a game changer in developing communities and alleviating poverty. Changemakers are inspired, they believe that a challenge is in fact an opportunity to achieve great works. With the inspirational summit held in Johannesburg in May 2012, my mindset has clearly shifted, and i came out of the summit more than inspired and prepared to bring about change in the community, in the country, in Africa and beyond!
For many decades now, Africa has been largely doomed with the negative perception that women and girls in particular are meant to be regarded as 'second class citizens' in communities, especially the conservative rural communities. At the same time, most of these rural communities are characterized by high poverty rates owing to a lack of availability of resources from which an income can be derived. Being one person who has developed a keen interest in social entrepreneurship as an empowerment tool for rural poverty alleviation, i believe there is no other way to go but to focus primarily on women's groups and organisation as through the PEACE Foundation's experience with our project beneficiaries, women have that track record of making things happen in all of our cooperatives. This will in turn remove all the negative barriers on women empowerment in society and as i believe, will bring about that positive change in society. Apart from this, all the people who have positively played big roles in molding my life have been women, and hence, for me, women empowerment becomes something very personal and dear. "
2012,76,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,Giving Economic Capacity to Disadvantageous and Maginalized Women and Girls at Bagamoyo District.,United Repulic of Tanzania ,,"Tanzania, United Republic of",0,,[''],"Project will focus on providing groupâ€™s revolving fund and entrepreneurial skills to disadvantageous and marginalized women and girls from the remote and extremely low income areas. Before funding , Mr Aidan   will provide 5 days entrepreneurial to women. After giving fund to women, Two select people will help to monitor project. At a point no fund needed by groups,  women fund organ will be made",,"
Teach how to catch a fish not how to eat a fish 
Originated from my qualification (Gender Issues), Nature of the people which i got when I saw them during idefication of needy women/girls during the program, Culture of the area that most streotying and descrimainating women in all spheres hence need support. 
According to the colture of the area that most streotying and descrimainating women in all spheres, I believe economic motive will bring about change to other determinants like land ownership etc"
2012,77,IN,India,IN,India,IN,India,IN,India,,WELFARE AND DEVELOPMENT PROGRAMME FOR POOR,"KAKINADA, EAST GODAVARI DISTRICT, ANDHRA PRADESH, INDIA",,India,0,,[''],"GREETINGS TO YOU IN THE NAME OF THE LORD JESUS CHRIST.

OUR ORGANIZATION IS MANY ACTIVITIES IN RURAL AREAS. THERE ARE

1. EDUCATIONAL, 2WELFARE 3. SOCIAL 4.CULTURAL 5. THE GOSPEL SERVICES IN RURAL AREAS.",,"
WE ARE RUNNING REGISTRATION FOR THE LAST 10 YEARS.OUR SOCIETY'S THE GOD'S SERVICE AND HUMANITARIAN SERVICES ALSO.


I HAVE SUBMITTED TO THE PROJECT PROPOSAL TO ATTACH FILES
OUR SOCIETY'S MEMBERS AND BELIEVERS, VOLUNTARIES, CO WORKERS ARE EMPOWERMENT OF SUPPORT"
